Date_Scraped,Country,Report_Date,Gold_Tonnes
2026-02-24 13:16:45,Kazakhstan,2024-10-31,294.51
2026-02-24 13:16:45,Kazakhstan,2024-11-29,296.03
2026-02-24 13:16:45,Kazakhstan,2024-12-31,279.12
2026-02-24 13:16:45,Kazakhstan,2025-01-31,285.74
2026-02-24 13:16:45,Kazakhstan,2025-02-28,282.19
2026-02-24 13:16:45,Kazakhstan,2025-03-31,290.27
2026-02-24 13:16:45,Kazakhstan,2025-04-30,289.6
2026-02-24 13:16:45,Kazakhstan,2025-05-30,299.19
2026-02-24 13:16:45,Kazakhstan,2025-06-30,305.08
2026-02-24 13:16:45,Kazakhstan,2025-07-31,310.01
2026-02-24 13:16:45,Kazakhstan,2025-08-31,310.43
2026-02-24 13:16:45,Kazakhstan,2025-09-30,321.48
2026-02-24 13:16:45,Kazakhstan,2025-10-31,327.55
2026-02-24 13:16:45,Kazakhstan,2025-11-28,328.39
2026-02-24 13:16:45,Kazakhstan,2025-12-31,339.65
2026-02-24 13:16:45,Kazakhstan,2026-01-31,365.11
2026-02-24 13:16:25,Poland,2024-02-01,358.69
2026-02-24 13:16:25,Poland,2024-03-01,358.69
2026-02-24 13:16:25,Poland,2024-04-01,363.35
2026-02-24 13:16:25,Poland,2024-05-01,373.65
2026-02-24 13:16:25,Poland,2024-06-02,377.38
2026-02-24 13:16:25,Poland,2024-07-01,391.69
2026-02-24 13:16:25,Poland,2024-08-01,397.94
2026-02-24 13:16:25,Poland,2024-09-02,419.71
2026-02-24 13:16:25,Poland,2024-10-01,427.18
2026-02-24 13:16:25,Poland,2024-11-01,448.23
2026-02-24 13:16:25,Poland,2024-12-01,448.23
2026-02-24 13:16:25,Poland,2025-01-01,451.34
2026-02-24 13:16:25,Poland,2025-02-01,480.33
2026-02-24 13:16:25,Poland,2025-03-01,496.82
2026-02-24 13:16:25,Poland,2025-04-01,509.26
2026-02-24 13:16:25,Poland,2025-05-01,515.48
2026-02-24 13:16:25,Poland,2025-06-02,515.48
2026-02-24 13:16:25,Poland,2025-07-02,515.32
2026-02-24 13:16:25,Poland,2025-08-02,515.32
2026-02-24 13:16:25,Poland,2025-09-02,515.35
2026-02-24 13:16:25,Poland,2025-10-02,530.91
2026-02-24 13:16:25,Poland,2025-11-03,543.35
2026-02-24 13:16:25,Poland,2025-12-04,550.22
2026-02-24 13:16:25,Poland,2026-01-04,550.22
2026-02-24 13:16:24,Russia,2025-01-31,2283.97
2026-02-24 13:16:24,Russia,2025-02-28,2383.46
2026-02-24 13:16:24,Russia,2025-03-31,2280.37
2026-02-24 13:16:24,Russia,2025-04-30,2324.86
2026-02-24 13:16:24,Russia,2025-05-31,2347.36
2026-02-24 13:16:24,Russia,2025-06-30,2352.16
2026-02-24 13:16:24,Russia,2025-07-31,2347.2
2026-02-24 13:16:24,Russia,2025-08-31,2283.01
2026-02-24 13:16:24,Russia,2025-09-30,2285.41
2026-02-24 13:16:24,Russia,2025-10-31,2341.79
2026-02-24 13:16:24,Russia,2025-11-30,2291.08
2026-02-24 13:16:24,Russia,2025-12-31,2326.54
2026-02-24 13:16:24,Russia,2026-01-31,2317.21
2026-02-24 18:14:25,Turkey,2026-01-31,821.6
2026-02-24 18:14:25,Turkey,2026-02-06,821.39
2026-02-24 18:14:25,Turkey,2026-02-13,827.45
2026-02-25 17:25:09,Uzbekistan,2026-02-01,399.06
2026-02-26 12:46:00,Turkey,2026-02-20,818.54
2026-02-27 12:40:53,India,2026-02-20,851.14
2026-02-28 12:31:13,China,2026-02-28,2307.57
2026-03-05 12:43:01,Turkey,2026-02-27,822.52
2026-03-06 12:38:19,India,2026-02-27,898.08
2026-03-06 12:38:54,Uzbekistan,2026-03-01,406.83
